File hm/lorem1s (another copy).txt
R: 244 - C: 346
R: 244 - C: 366
R: 244 - C: 385
R: 244 - C: 403
R: 244 - C: 418
R: 244 - C: 423
R: 244 - C: 425
R: 244 - C: 445
R: 244 - C: 466
R: 244 - C: 472
R: 244 - C: 477
R: 244 - C: 481
R: 244 - C: 502
R: 244 - C: 514
R: 246 - C: 38
R: 246 - C: 43
R: 246 - C: 49
R: 246 - C: 77
R: 246 - C: 83
R: 246 - C: 87
R: 246 - C: 111
R: 246 - C: 139
R: 246 - C: 149
R: 246 - C: 164
R: 246 - C: 171
R: 246 - C: 207
R: 246 - C: 216
R: 246 - C: 275
R: 246 - C: 292
R: 246 - C: 312
R: 246 - C: 317
R: 246 - C: 371
R: 246 - C: 374
R: 246 - C: 378
R: 246 - C: 403
R: 246 - C: 406
R: 246 - C: 419
R: 248 - C: 3
R: 248 - C: 47
R: 248 - C: 52
R: 248 - C: 72
R: 248 - C: 75
R: 248 - C: 80
R: 248 - C: 119
R: 248 - C: 124
R: 248 - C: 137
R: 248 - C: 159
R: 248 - C: 176
R: 248 - C: 180
R: 248 - C: 193
R: 248 - C: 198
R: 248 - C: 208
R: 248 - C: 242
R: 248 - C: 254
R: 248 - C: 272
R: 248 - C: 278
R: 248 - C: 284
R: 248 - C: 327
R: 248 - C: 334
R: 248 - C: 339
R: 248 - C: 409
R: 248 - C: 430
R: 248 - C: 433
R: 248 - C: 439
R: 248 - C: 470
R: 248 - C: 491
R: 248 - C: 497
R: 248 - C: 504
R: 248 - C: 519
R: 248 - C: 526
R: 248 - C: 530
R: 248 - C: 539
R: 248 - C: 581
R: 248 - C: 622
R: 248 - C: 642
R: 248 - C: 662
R: 248 - C: 676
R: 248 - C: 681
R: 248 - C: 687
R: 248 - C: 724
R: 250 - C: 19
R: 250 - C: 23
R: 250 - C: 30
R: 250 - C: 57
R: 250 - C: 92
R: 250 - C: 111
R: 250 - C: 116
R: 250 - C: 119
R: 250 - C: 128
R: 250 - C: 131
R: 250 - C: 136
R: 250 - C: 177
R: 250 - C: 214
R: 250 - C: 218
R: 250 - C: 222
R: 250 - C: 229
R: 250 - C: 232
R: 250 - C: 253
R: 250 - C: 270
R: 250 - C: 277
R: 250 - C: 282
R: 250 - C: 288
R: 250 - C: 295
R: 250 - C: 303
R: 250 - C: 314
R: 250 - C: 343
R: 250 - C: 350
R: 250 - C: 358
R: 250 - C: 362
R: 250 - C: 364
R: 250 - C: 369
R: 250 - C: 374
R: 250 - C: 386
R: 250 - C: 391
R: 250 - C: 396
R: 250 - C: 411
R: 250 - C: 429
R: 250 - C: 441
R: 250 - C: 465
R: 250 - C: 471
R: 250 - C: 474
R: 250 - C: 477
R: 250 - C: 483
R: 250 - C: 489
R: 250 - C: 496
R: 250 - C: 508
R: 250 - C: 512
R: 250 - C: 517
R: 250 - C: 582
R: 250 - C: 595
R: 250 - C: 598
R: 250 - C: 610
R: 250 - C: 615
R: 250 - C: 619
R: 250 - C: 622
R: 250 - C: 676
R: 250 - C: 688
R: 250 - C: 693
R: 250 - C: 711
R: 250 - C: 735
R: 250 - C: 765
R: 252 - C: 12
R: 252 - C: 16
R: 252 - C: 30
R: 252 - C: 37
R: 252 - C: 42
R: 252 - C: 58
R: 252 - C: 61
R: 252 - C: 75
R: 252 - C: 106
R: 252 - C: 109
R: 252 - C: 151
R: 252 - C: 160
R: 252 - C: 176
R: 252 - C: 180
R: 252 - C: 188
R: 252 - C: 216
R: 252 - C: 251
R: 252 - C: 260
R: 252 - C: 263
R: 252 - C: 280
R: 252 - C: 287
R: 252 - C: 299
R: 252 - C: 307
R: 252 - C: 354
R: 252 - C: 371
R: 252 - C: 379
R: 252 - C: 398
R: 252 - C: 406
R: 252 - C: 428
R: 252 - C: 442
R: 252 - C: 451
R: 252 - C: 472
R: 252 - C: 494
R: 252 - C: 512
R: 252 - C: 517
R: 252 - C: 526
R: 252 - C: 530
R: 252 - C: 534
R: 252 - C: 539
R: 252 - C: 541
R: 252 - C: 556
R: 254 - C: 5
R: 254 - C: 12
R: 254 - C: 19
R: 254 - C: 24
R: 254 - C: 34
R: 254 - C: 51
R: 254 - C: 55
R: 254 - C: 62
R: 254 - C: 80
R: 254 - C: 84
R: 254 - C: 135
R: 254 - C: 184
R: 254 - C: 187
R: 254 - C: 200
R: 254 - C: 204
R: 254 - C: 207
R: 254 - C: 213
R: 254 - C: 229
R: 254 - C: 234
R: 254 - C: 255
R: 254 - C: 264
R: 254 - C: 269
R: 254 - C: 274
R: 254 - C: 278
R: 254 - C: 284
R: 254 - C: 324
R: 254 - C: 328
R: 254 - C: 334
R: 254 - C: 337
R: 254 - C: 340
R: 254 - C: 345
R: 254 - C: 347
R: 254 - C: 371
R: 254 - C: 385
R: 254 - C: 397
R: 254 - C: 402
R: 254 - C: 431
R: 254 - C: 437
R: 254 - C: 462
R: 254 - C: 467
R: 254 - C: 502
R: 254 - C: 507
R: 254 - C: 509
R: 254 - C: 516
R: 254 - C: 518
R: 254 - C: 523
R: 254 - C: 532
R: 254 - C: 537
R: 254 - C: 541
R: 254 - C: 576
R: 254 - C: 589
R: 256 - C: 6
R: 256 - C: 18
R: 256 - C: 23
R: 256 - C: 25
R: 256 - C: 39
R: 256 - C: 48
R: 256 - C: 53
R: 256 - C: 63
R: 256 - C: 69
R: 256 - C: 99
R: 256 - C: 139
R: 256 - C: 146
R: 256 - C: 159
R: 256 - C: 204
R: 256 - C: 207
R: 256 - C: 222
R: 256 - C: 266
R: 256 - C: 280
R: 256 - C: 292
R: 256 - C: 304
R: 256 - C: 316
R: 256 - C: 323
R: 256 - C: 328
R: 256 - C: 333
R: 256 - C: 344
R: 256 - C: 351
R: 256 - C: 376
R: 256 - C: 404
R: 256 - C: 407
R: 256 - C: 416
R: 256 - C: 442
R: 256 - C: 500
R: 258 - C: 3
R: 258 - C: 18
R: 258 - C: 32
R: 258 - C: 37
R: 258 - C: 42
R: 258 - C: 64
R: 258 - C: 76
R: 258 - C: 81
R: 258 - C: 96
R: 258 - C: 129
R: 258 - C: 136
R: 258 - C: 138
R: 258 - C: 142
R: 258 - C: 145
R: 258 - C: 165
R: 258 - C: 203
R: 258 - C: 272
R: 258 - C: 280
R: 258 - C: 285
R: 258 - C: 289
R: 258 - C: 298
R: 258 - C: 304
R: 258 - C: 309
R: 258 - C: 311
R: 258 - C: 325
R: 258 - C: 330
R: 258 - C: 333
R: 258 - C: 351
R: 258 - C: 368
R: 258 - C: 380
R: 258 - C: 396
R: 258 - C: 430
R: 258 - C: 434
R: 258 - C: 507
R: 258 - C: 521
R: 258 - C: 524
R: 258 - C: 530
R: 258 - C: 598
R: 258 - C: 603
R: 258 - C: 607
R: 258 - C: 626
R: 258 - C: 634
R: 258 - C: 640
R: 258 - C: 665
R: 258 - C: 670
R: 258 - C: 677
R: 258 - C: 725
R: 258 - C: 755
R: 260 - C: 2
R: 260 - C: 14
R: 260 - C: 33
R: 260 - C: 38
R: 260 - C: 57
R: 260 - C: 77
R: 260 - C: 81
R: 260 - C: 137
R: 260 - C: 159
R: 260 - C: 164
R: 260 - C: 193
R: 260 - C: 201
R: 260 - C: 210
R: 260 - C: 239
R: 260 - C: 248
R: 260 - C: 281
R: 260 - C: 332
R: 260 - C: 337
R: 260 - C: 344
R: 260 - C: 360
R: 260 - C: 381
R: 260 - C: 385
R: 260 - C: 392
R: 260 - C: 395
R: 260 - C: 409
R: 260 - C: 412
R: 260 - C: 418
R: 260 - C: 441
R: 260 - C: 446
R: 260 - C: 481
R: 260 - C: 485
R: 260 - C: 518
R: 262 - C: 20
R: 262 - C: 24
R: 262 - C: 42
R: 262 - C: 63
R: 262 - C: 96
R: 262 - C: 103
R: 262 - C: 119
R: 262 - C: 122
R: 262 - C: 134
R: 262 - C: 178
R: 262 - C: 186
R: 262 - C: 199
R: 262 - C: 203
R: 262 - C: 246
R: 262 - C: 254
R: 262 - C: 257
R: 262 - C: 267
R: 262 - C: 276
R: 262 - C: 286
R: 264 - C: 1
R: 264 - C: 7
R: 264 - C: 13
R: 264 - C: 33
R: 264 - C: 54
R: 264 - C: 83
R: 264 - C: 95
R: 264 - C: 107
R: 264 - C: 110
R: 264 - C: 120
R: 264 - C: 133
R: 264 - C: 161
R: 264 - C: 175
R: 264 - C: 214
R: 264 - C: 218
R: 264 - C: 221
R: 264 - C: 239
R: 264 - C: 248
R: 264 - C: 260
R: 264 - C: 280
R: 264 - C: 291
R: 264 - C: 297
R: 264 - C: 300
R: 264 - C: 308
R: 264 - C: 313
R: 264 - C: 316
R: 264 - C: 319
R: 264 - C: 328
R: 264 - C: 337
R: 264 - C: 347
R: 264 - C: 387
R: 264 - C: 402
R: 264 - C: 407
R: 264 - C: 427
R: 264 - C: 450
R: 264 - C: 461
R: 264 - C: 468
R: 264 - C: 485
R: 264 - C: 490
R: 264 - C: 492
R: 264 - C: 496
R: 264 - C: 508
R: 264 - C: 510
R: 264 - C: 527
R: 264 - C: 532
R: 264 - C: 535
R: 264 - C: 548
R: 264 - C: 562
R: 264 - C: 567
R: 264 - C: 571
R: 264 - C: 575
R: 264 - C: 580
R: 264 - C: 590
R: 264 - C: 594
R: 264 - C: 602
R: 264 - C: 617
R: 264 - C: 625
R: 264 - C: 646
R: 264 - C: 653
R: 264 - C: 674
R: 264 - C: 683
R: 264 - C: 691
R: 264 - C: 698
R: 264 - C: 723
R: 264 - C: 729
R: 264 - C: 743
R: 264 - C: 754
R: 264 - C: 767
R: 264 - C: 775
R: 264 - C: 797
R: 264 - C: 826
R: 264 - C: 843
R: 264 - C: 851
R: 264 - C: 856
R: 264 - C: 858
R: 266 - C: 3
R: 266 - C: 9
R: 266 - C: 23
R: 266 - C: 30
R: 266 - C: 34
R: 266 - C: 53
R: 266 - C: 66
R: 266 - C: 98
R: 266 - C: 151
R: 266 - C: 161
R: 266 - C: 166
R: 266 - C: 175
R: 266 - C: 219
R: 266 - C: 279
R: 266 - C: 294
R: 266 - C: 361
R: 266 - C: 374
R: 266 - C: 382
R: 266 - C: 397
R: 268 - C: 17
R: 268 - C: 25
R: 268 - C: 33
R: 268 - C: 50
R: 268 - C: 60
R: 268 - C: 70
R: 268 - C: 100
R: 268 - C: 113
R: 268 - C: 136
R: 268 - C: 146
R: 268 - C: 161
R: 268 - C: 182
R: 268 - C: 194
R: 268 - C: 199
R: 268 - C: 216
R: 268 - C: 221
R: 268 - C: 254
R: 268 - C: 278
R: 268 - C: 283
R: 268 - C: 290
R: 268 - C: 297
R: 268 - C: 317
R: 270 - C: 4
R: 270 - C: 7
R: 270 - C: 18
R: 270 - C: 100
R: 270 - C: 108
R: 270 - C: 114
R: 270 - C: 132
R: 270 - C: 138
R: 270 - C: 141
R: 270 - C: 146
R: 270 - C: 173
R: 270 - C: 202
R: 270 - C: 222
R: 270 - C: 226
R: 270 - C: 243
R: 270 - C: 246
R: 270 - C: 267
R: 270 - C: 296
R: 270 - C: 299
R: 270 - C: 303
R: 270 - C: 311
R: 270 - C: 322
R: 270 - C: 339
R: 270 - C: 355
R: 270 - C: 404
R: 270 - C: 440
R: 270 - C: 454
R: 270 - C: 461
R: 270 - C: 521
R: 270 - C: 528
R: 270 - C: 543
R: 270 - C: 559
R: 270 - C: 571
R: 270 - C: 575
R: 270 - C: 594
R: 270 - C: 601
R: 272 - C: 4
R: 272 - C: 14
R: 272 - C: 31
R: 272 - C: 36
R: 272 - C: 46
R: 272 - C: 80
R: 272 - C: 102
R: 272 - C: 128
R: 272 - C: 148
R: 272 - C: 153
R: 272 - C: 170
R: 272 - C: 191
R: 272 - C: 222
R: 272 - C: 234
R: 272 - C: 252
R: 272 - C: 283
R: 272 - C: 298
R: 272 - C: 321
R: 272 - C: 327
R: 272 - C: 344
R: 272 - C: 350
R: 272 - C: 357
R: 272 - C: 386
R: 272 - C: 389
R: 272 - C: 397
R: 272 - C: 413
R: 272 - C: 420
R: 272 - C: 423
R: 272 - C: 433
R: 272 - C: 440
R: 272 - C: 462
R: 272 - C: 465
R: 272 - C: 472
R: 272 - C: 481
R: 272 - C: 486
R: 272 - C: 501
R: 272 - C: 506
R: 272 - C: 533
R: 272 - C: 541
R: 274 - C: 15
R: 274 - C: 68
R: 274 - C: 83
R: 274 - C: 106
R: 274 - C: 112
R: 274 - C: 121
R: 274 - C: 131
R: 274 - C: 148
R: 274 - C: 208
R: 274 - C: 228
R: 274 - C: 234
R: 274 - C: 244
R: 274 - C: 249
R: 274 - C: 274
R: 274 - C: 279
R: 274 - C: 282
R: 274 - C: 299
R: 274 - C: 306
R: 274 - C: 309
R: 274 - C: 329
R: 274 - C: 346
R: 274 - C: 354
R: 274 - C: 363
R: 274 - C: 379
R: 274 - C: 398
R: 274 - C: 403
R: 274 - C: 409
R: 274 - C: 414
R: 274 - C: 423
R: 274 - C: 436
R: 274 - C: 444
R: 274 - C: 452
R: 274 - C: 468
R: 274 - C: 483
R: 274 - C: 491
R: 274 - C: 537
R: 274 - C: 572
R: 274 - C: 583
R: 276 - C: 22
R: 276 - C: 26
R: 276 - C: 36
R: 276 - C: 48
R: 276 - C: 52
R: 276 - C: 69
R: 276 - C: 86
R: 276 - C: 119
R: 276 - C: 133
R: 276 - C: 159
R: 276 - C: 194
R: 276 - C: 210
R: 276 - C: 249
R: 276 - C: 254
R: 276 - C: 263
R: 276 - C: 302
R: 276 - C: 306
R: 276 - C: 320
R: 276 - C: 327
R: 276 - C: 333
R: 276 - C: 358
R: 276 - C: 381
R: 276 - C: 387
R: 276 - C: 400
R: 278 - C: 22
R: 278 - C: 40
R: 278 - C: 65
R: 278 - C: 87
R: 278 - C: 115
R: 278 - C: 123
R: 278 - C: 132
R: 278 - C: 177
R: 278 - C: 182
R: 278 - C: 184
R: 278 - C: 187
R: 278 - C: 192
R: 278 - C: 195
R: 278 - C: 217
R: 278 - C: 230
R: 278 - C: 258
R: 278 - C: 263
R: 278 - C: 308
R: 278 - C: 331
R: 278 - C: 336
R: 278 - C: 390
R: 278 - C: 397
R: 278 - C: 427
R: 278 - C: 448
R: 278 - C: 478
R: 278 - C: 490
R: 278 - C: 493
R: 278 - C: 508
R: 278 - C: 510
R: 278 - C: 558
R: 278 - C: 582
R: 278 - C: 590
R: 278 - C: 626
R: 278 - C: 636
R: 278 - C: 641
R: 278 - C: 656
R: 278 - C: 665
R: 278 - C: 697
R: 278 - C: 708
R: 278 - C: 751
R: 278 - C: 766
R: 278 - C: 773
R: 278 - C: 815
R: 278 - C: 832
R: 280 - C: 6
R: 280 - C: 18
R: 280 - C: 26
R: 280 - C: 30
R: 280 - C: 35
R: 280 - C: 46
R: 280 - C: 62
R: 280 - C: 84
R: 280 - C: 126
R: 280 - C: 136
R: 280 - C: 156
R: 280 - C: 159
R: 280 - C: 167
R: 280 - C: 172
R: 280 - C: 177
R: 280 - C: 180
R: 280 - C: 193
R: 280 - C: 224
R: 280 - C: 236
R: 280 - C: 241
R: 280 - C: 245
R: 280 - C: 266
R: 280 - C: 286
R: 280 - C: 293
R: 280 - C: 317
R: 280 - C: 323
R: 280 - C: 333
R: 280 - C: 337
R: 280 - C: 341
R: 280 - C: 348
R: 280 - C: 351
R: 280 - C: 365
R: 280 - C: 376
R: 280 - C: 393
R: 280 - C: 409
R: 280 - C: 413
R: 280 - C: 430
R: 280 - C: 447
R: 280 - C: 466
R: 280 - C: 469
R: 280 - C: 528
R: 280 - C: 556
R: 282 - C: 5
R: 282 - C: 17
R: 282 - C: 20
R: 282 - C: 48
R: 282 - C: 57
R: 282 - C: 74
R: 282 - C: 78
R: 282 - C: 105
R: 282 - C: 110
R: 282 - C: 112
R: 282 - C: 121
R: 282 - C: 153
R: 282 - C: 176
R: 282 - C: 181
R: 282 - C: 190
R: 282 - C: 217
R: 282 - C: 287
R: 282 - C: 299
R: 282 - C: 320
R: 282 - C: 336
R: 282 - C: 345
R: 282 - C: 349
R: 282 - C: 356
R: 282 - C: 361
R: 282 - C: 376
R: 282 - C: 385
R: 282 - C: 391
R: 282 - C: 412
R: 282 - C: 417
R: 282 - C: 419
R: 282 - C: 423
R: 282 - C: 426
R: 282 - C: 456
R: 282 - C: 462
R: 282 - C: 476
R: 282 - C: 479
R: 282 - C: 493
R: 282 - C: 515
R: 282 - C: 561
R: 282 - C: 566
R: 282 - C: 648
R: 282 - C: 668
R: 282 - C: 679
R: 284 - C: 12
R: 284 - C: 17
R: 284 - C: 19
R: 284 - C: 44
R: 284 - C: 55
R: 284 - C: 97
R: 284 - C: 198
R: 284 - C: 216
R: 284 - C: 222
R: 284 - C: 260
R: 284 - C: 283
R: 284 - C: 307
R: 284 - C: 311
R: 284 - C: 367
R: 284 - C: 384
R: 284 - C: 388
R: 284 - C: 391
R: 284 - C: 432
R: 284 - C: 453
R: 284 - C: 467
R: 284 - C: 480
R: 284 - C: 484
R: 284 - C: 487
R: 284 - C: 517
R: 284 - C: 532
R: 284 - C: 552
R: 284 - C: 577
R: 284 - C: 600
R: 286 - C: 31
R: 286 - C: 40
R: 286 - C: 59
R: 286 - C: 84
R: 286 - C: 97
R: 286 - C: 108
R: 286 - C: 112
R: 286 - C: 118
R: 286 - C: 122
R: 286 - C: 132
R: 286 - C: 158
R: 286 - C: 167
R: 286 - C: 197
R: 286 - C: 208
R: 286 - C: 217
R: 286 - C: 238
R: 286 - C: 259
R: 286 - C: 265
R: 286 - C: 278
R: 286 - C: 303
R: 286 - C: 329
R: 286 - C: 379
R: 286 - C: 381
R: 286 - C: 403
R: 286 - C: 421
R: 286 - C: 427
R: 286 - C: 480
R: 286 - C: 494
R: 286 - C: 511
R: 286 - C: 525
R: 286 - C: 528
R: 286 - C: 537
R: 286 - C: 540
R: 286 - C: 544
R: 286 - C: 564
R: 286 - C: 570
R: 286 - C: 580
R: 286 - C: 588
R: 286 - C: 603
R: 286 - C: 625
R: 286 - C: 634
R: 286 - C: 642
R: 286 - C: 657
R: 286 - C: 663
R: 286 - C: 667
R: 288 - C: 4
R: 288 - C: 25
R: 288 - C: 65
R: 288 - C: 69
R: 288 - C: 74
R: 288 - C: 77
R: 288 - C: 80
R: 288 - C: 88
R: 288 - C: 95
R: 288 - C: 100
R: 288 - C: 105
R: 288 - C: 129
R: 288 - C: 133
R: 288 - C: 136
R: 288 - C: 142
R: 288 - C: 149
R: 288 - C: 157
R: 288 - C: 166
R: 288 - C: 185
R: 288 - C: 193
R: 288 - C: 228
R: 288 - C: 241
R: 288 - C: 255
R: 288 - C: 265
R: 288 - C: 292
R: 288 - C: 295
R: 288 - C: 313
R: 288 - C: 339
R: 288 - C: 360
R: 288 - C: 375
R: 288 - C: 380
R: 288 - C: 387
R: 288 - C: 389
R: 288 - C: 394
R: 290 - C: 4
R: 290 - C: 7
R: 290 - C: 13
R: 290 - C: 22
R: 290 - C: 26
R: 290 - C: 42
R: 290 - C: 53
R: 290 - C: 58
R: 290 - C: 136
R: 290 - C: 139
R: 290 - C: 174
R: 290 - C: 186
R: 290 - C: 238
R: 290 - C: 294
R: 290 - C: 357
R: 290 - C: 368
R: 290 - C: 387
R: 290 - C: 392
R: 290 - C: 397
R: 290 - C: 401
R: 290 - C: 420
R: 290 - C: 424
R: 290 - C: 434
R: 290 - C: 453
R: 290 - C: 462
R: 290 - C: 468
R: 290 - C: 491
R: 290 - C: 496
R: 292 - C: 4
R: 292 - C: 12
R: 292 - C: 19
R: 292 - C: 36
R: 292 - C: 40
R: 292 - C: 57
R: 292 - C: 64
R: 292 - C: 69
R: 292 - C: 71
R: 292 - C: 86
R: 292 - C: 133
R: 292 - C: 142
R: 292 - C: 145
R: 292 - C: 167
R: 292 - C: 182
R: 292 - C: 212
R: 292 - C: 217
R: 292 - C: 221
R: 292 - C: 228
R: 294 - C: 5
R: 294 - C: 10
R: 294 - C: 46
R: 294 - C: 48
R: 294 - C: 53
R: 294 - C: 57
R: 294 - C: 68
R: 294 - C: 71
R: 294 - C: 78
R: 294 - C: 87
R: 294 - C: 91
R: 294 - C: 99
R: 294 - C: 114
R: 294 - C: 122
R: 294 - C: 143
R: 294 - C: 150
R: 294 - C: 171
R: 294 - C: 196
R: 294 - C: 284
R: 294 - C: 324
R: 294 - C: 337
R: 294 - C: 341
R: 294 - C: 344
R: 294 - C: 350
R: 294 - C: 360
R: 294 - C: 372
R: 294 - C: 376
R: 294 - C: 387
R: 294 - C: 399
R: 294 - C: 406
R: 294 - C: 411
R: 294 - C: 415
R: 296 - C: 4
R: 296 - C: 14
R: 296 - C: 29
R: 296 - C: 33
R: 296 - C: 40
R: 296 - C: 57
R: 296 - C: 63
R: 296 - C: 101
R: 296 - C: 105
R: 296 - C: 112
R: 296 - C: 131
R: 296 - C: 171
R: 296 - C: 179
R: 296 - C: 198
R: 296 - C: 203
R: 296 - C: 205
R: 296 - C: 250
R: 296 - C: 261
R: 296 - C: 273
R: 296 - C: 282
R: 296 - C: 302
R: 296 - C: 310
R: 296 - C: 318
R: 296 - C: 327
R: 296 - C: 354
R: 296 - C: 357
R: 296 - C: 364
R: 296 - C: 384
R: 296 - C: 392
R: 296 - C: 397
R: 296 - C: 408
R: 296 - C: 452
R: 296 - C: 460
R: 296 - C: 499
R: 296 - C: 521
R: 296 - C: 567
R: 296 - C: 572
R: 296 - C: 580
R: 296 - C: 623
R: 296 - C: 631
R: 296 - C: 634
R: 296 - C: 638
R: 296 - C: 643
R: 296 - C: 647
R: 296 - C: 652
R: 296 - C: 655
R: 296 - C: 676
R: 296 - C: 690
R: 296 - C: 732
R: 296 - C: 757
R: 296 - C: 764
R: 296 - C: 799
R: 296 - C: 821
R: 296 - C: 835
R: 296 - C: 884
R: 296 - C: 893
R: 296 - C: 896
R: 296 - C: 901
R: 296 - C: 903
R: 296 - C: 920
R: 296 - C: 929
R: 296 - C: 942
R: 298 - C: 5
R: 298 - C: 18
R: 298 - C: 23
R: 298 - C: 28
R: 298 - C: 70
R: 298 - C: 82
R: 298 - C: 98
R: 298 - C: 104
R: 298 - C: 124
R: 298 - C: 138
R: 298 - C: 149
R: 298 - C: 156
R: 298 - C: 162
R: 298 - C: 197
R: 298 - C: 208
R: 298 - C: 233
R: 298 - C: 251
R: 298 - C: 272
R: 298 - C: 289
R: 298 - C: 291
R: 298 - C: 323
R: 298 - C: 340
R: 298 - C: 375
R: 298 - C: 389
R: 298 - C: 425
R: 298 - C: 446
R: 298 - C: 455
R: 298 - C: 460
R: 298 - C: 469
R: 298 - C: 486
R: 298 - C: 512
R: 298 - C: 515
R: 298 - C: 537
R: 298 - C: 548
R: 298 - C: 569
R: 298 - C: 574
R: 298 - C: 582
R: 298 - C: 600
R: 298 - C: 620
R: 298 - C: 646
R: 298 - C: 676
R: 298 - C: 682
R: 298 - C: 684
R: 298 - C: 692
R: 298 - C: 696
R: 298 - C: 699
R: 298 - C: 702
R: 298 - C: 719
R: 298 - C: 724
R: 298 - C: 733
Total 5959
File hm/Dir1-2/lorem1s.txt
R: 0 - C: 21
R: 0 - C: 39
R: 0 - C: 58
R: 0 - C: 85
R: 0 - C: 104
R: 0 - C: 111
R: 0 - C: 132
R: 0 - C: 168
R: 0 - C: 175
R: 0 - C: 180
R: 0 - C: 190
R: 0 - C: 201
R: 0 - C: 250
R: 0 - C: 267
R: 0 - C: 317
R: 0 - C: 331
R: 0 - C: 334
R: 0 - C: 344
R: 0 - C: 349
R: 0 - C: 375
R: 0 - C: 393
R: 0 - C: 414
R: 0 - C: 423
R: 0 - C: 479
R: 0 - C: 487
R: 2 - C: 12
R: 2 - C: 16
R: 2 - C: 31
R: 2 - C: 53
R: 2 - C: 56
R: 2 - C: 68
R: 2 - C: 86
R: 2 - C: 98
R: 2 - C: 121
R: 2 - C: 138
R: 2 - C: 142
R: 2 - C: 178
R: 2 - C: 186
R: 2 - C: 196
R: 2 - C: 204
R: 2 - C: 209
R: 2 - C: 267
R: 2 - C: 272
R: 2 - C: 283
R: 2 - C: 293
R: 2 - C: 313
R: 2 - C: 318
R: 2 - C: 320
R: 2 - C: 352
R: 2 - C: 378
R: 2 - C: 383
R: 2 - C: 386
R: 2 - C: 394
R: 2 - C: 403
R: 2 - C: 408
R: 2 - C: 411
R: 2 - C: 437
R: 2 - C: 465
R: 2 - C: 474
R: 2 - C: 479
R: 2 - C: 486
R: 2 - C: 489
R: 2 - C: 496
R: 2 - C: 507
R: 4 - C: 3
R: 4 - C: 18
R: 4 - C: 21
R: 4 - C: 43
R: 4 - C: 62
R: 4 - C: 65
R: 4 - C: 72
R: 4 - C: 75
R: 4 - C: 114
R: 4 - C: 155
R: 4 - C: 159
R: 4 - C: 163
R: 4 - C: 179
R: 4 - C: 196
R: 4 - C: 213
R: 4 - C: 216
R: 4 - C: 220
R: 4 - C: 226
R: 4 - C: 247
R: 4 - C: 253
R: 4 - C: 260
R: 4 - C: 264
R: 4 - C: 329
R: 4 - C: 332
R: 4 - C: 346
R: 4 - C: 361
R: 4 - C: 383
R: 4 - C: 393
R: 4 - C: 400
R: 4 - C: 403
R: 4 - C: 416
R: 4 - C: 430
R: 4 - C: 451
R: 4 - C: 464
R: 4 - C: 481
R: 6 - C: 5
R: 6 - C: 12
R: 6 - C: 18
R: 6 - C: 49
R: 6 - C: 77
R: 6 - C: 84
R: 6 - C: 95
R: 6 - C: 100
R: 6 - C: 102
R: 6 - C: 117
R: 6 - C: 145
R: 6 - C: 153
R: 6 - C: 163
R: 6 - C: 172
R: 6 - C: 184
R: 6 - C: 188
R: 6 - C: 212
R: 6 - C: 236
R: 6 - C: 259
R: 6 - C: 276
R: 6 - C: 283
R: 6 - C: 353
R: 6 - C: 355
R: 6 - C: 359
R: 6 - C: 381
R: 6 - C: 400
R: 6 - C: 408
R: 6 - C: 427
R: 6 - C: 432
R: 6 - C: 444
R: 6 - C: 478
R: 6 - C: 485
R: 6 - C: 490
R: 6 - C: 505
R: 6 - C: 509
R: 6 - C: 518
R: 6 - C: 523
R: 6 - C: 545
R: 6 - C: 548
R: 6 - C: 551
R: 6 - C: 558
R: 6 - C: 563
R: 6 - C: 567
R: 6 - C: 595
R: 6 - C: 599
R: 6 - C: 636
R: 6 - C: 665
R: 6 - C: 690
R: 6 - C: 699
R: 6 - C: 716
R: 6 - C: 735
R: 6 - C: 790
R: 6 - C: 800
R: 6 - C: 805
R: 6 - C: 821
R: 6 - C: 825
R: 6 - C: 847
R: 6 - C: 853
R: 6 - C: 898
R: 6 - C: 902
R: 6 - C: 922
R: 6 - C: 937
R: 6 - C: 947
R: 6 - C: 959
R: 6 - C: 976
R: 6 - C: 981
R: 6 - C: 1002
R: 6 - C: 1010
R: 8 - C: 4
R: 8 - C: 62
R: 8 - C: 67
R: 8 - C: 76
R: 8 - C: 86
R: 8 - C: 98
R: 8 - C: 116
R: 8 - C: 121
R: 8 - C: 130
R: 8 - C: 134
R: 8 - C: 154
R: 8 - C: 158
R: 8 - C: 163
R: 8 - C: 172
R: 8 - C: 197
R: 8 - C: 208
R: 8 - C: 225
R: 8 - C: 228
R: 8 - C: 269
R: 8 - C: 274
R: 8 - C: 283
R: 8 - C: 291
R: 8 - C: 294
R: 8 - C: 304
R: 8 - C: 311
R: 8 - C: 315
R: 8 - C: 321
R: 8 - C: 326
R: 8 - C: 331
R: 8 - C: 349
R: 8 - C: 355
R: 8 - C: 358
R: 8 - C: 400
R: 8 - C: 414
R: 8 - C: 425
R: 8 - C: 447
R: 8 - C: 463
R: 8 - C: 469
R: 8 - C: 504
R: 8 - C: 507
R: 8 - C: 518
R: 8 - C: 534
R: 8 - C: 537
R: 8 - C: 544
R: 8 - C: 549
R: 8 - C: 590
R: 8 - C: 595
R: 8 - C: 614
R: 8 - C: 618
R: 8 - C: 650
R: 8 - C: 657
R: 8 - C: 683
R: 8 - C: 688
R: 8 - C: 692
R: 10 - C: 3
R: 10 - C: 14
R: 10 - C: 17
